id,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
20,7VbCtTlDZq9Yui1L84hGHp,Elizabeth Benitez,alone good,Identify here civil,7,220132,False,0.9479566291395471,0.13440858106339537,1,-54.956674201311145,0,0.1073373375690222,0.939950157369627,0.7415362373668094,0.547050901281675,0.5038865028339111,108.43943085786579,3,Classical
21,QcOk0RYl3d8rSK32opGTa4,Alfred Brown,floor identify,Case prove,22,241132,False,0.6468384844279547,0.5204879948338391,3,-36.70158368027744,0,0.4085949230845525,0.8946159106032843,0.5124986841947716,0.5034839725531812,0.9212927666800856,136.94798428480442,4,Hip Hop
22,cUKcHAoGSQamA2qQhlUVJZ,Jason Carlson,several indeed,Head old,65,161351,False,0.3844794791778027,0.32080545668603133,10,-11.874311524563083,0,0.8215262417852279,0.9129607153971087,0.03623873068077299,0.5323513335000675,0.8039445283087514,93.97783353479561,3,Hip Hop
23,aB0iRtg2TUgh5SlW5LIlaQ,Michael Day,somebody service,Option us chance,88,221053,False,0.9053519828363658,0.08220308143120525,2,-3.853761434371897,1,0.9630301399503423,0.009622025407728496,0.19757726718009083,0.07622026263097614,0.9391150288234297,66.42580916070439,4,Jazz
24,JgtHwXD53JHiTSv2JWQNpP,Amber Bailey,stage ask,Head argue,16,159680,True,0.6390956729213881,0.0998040976104897,8,-39.832826261807924,1,0.6691545306789445,0.34243162870836086,0.661160910436979,0.042006427976190586,0.6986441293127456,134.17579499818967,4,Electronic
25,ewbmYNtnEahKif6tnVu8mc,Nancy Rangel,only allow,Theory report,5,132791,True,0.9279575002935875,0.10510838737695194,2,-3.374651095560786,0,0.8641992506607243,0.3901989294973742,0.30375031953423215,0.23770921315847693,0.1122495528317049,163.8514859876019,3,Electronic
26,cfEHXJ0ezSQC5WmQYDVoAn,Courtney Henderson,if wife,Stand office,89,159579,False,0.8331542593214069,0.24471471094314623,2,-0.23300469609542773,0,0.16517418919989357,0.047729734624079256,0.6386508707744006,0.8210366627847139,0.5148105019134794,161.01180267712448,4,Electronic
27,eujrnPMxwDyE15NiuiOYgv,Colleen Vang,professor five,Officer involve alone,97,196960,False,0.8334742527520624,0.9463747790089123,0,-48.47730504450861,0,0.5518924940878932,0.8879613726966497,0.08080139077080739,0.4048284037917902,0.08520060782951278,154.5878381326687,3,Electronic
28,6V5EJtnvvx0DUtqLuSdvaG,Susan Franklin,deep end,Film if,1,136231,False,0.9295814259945148,0.24051635882727707,5,-4.88123003167545,1,0.7101761703397006,0.681237342601048,0.3355821784654649,0.39803758671797584,0.9252414657020227,91.7938404767641,3,Rock
29,i3PyDVnHY9rGmWjxSaIRQi,Rodney Thompson,everything leader,Including prove have manage,19,266203,True,0.609500756111109,0.3565245566768317,5,-34.73503209384439,0,0.558242126685246,0.039879804053318035,0.1153876560839584,0.35149478980029847,0.9659602640821331,179.4078730863602,3,Rock
30,yv0amsI2vYL9YxHsFgefuZ,James Allison,improve analysis,Hour store,83,273620,False,0.9334258492279324,0.3307187219082064,1,-54.808902333883225,1,0.8680815200030833,0.873977624900813,0.6343509366535663,0.25651386697558065,0.4786779206352292,170.62293559493418,3,Pop
31,KrnoTDFAhEIxPTz3EVXYI9,Daniel Mercer,always determine,Order,19,238650,True,0.5725364390099098,0.8426198026288546,11,-27.07543028204961,1,0.057129916184060936,0.4655230460653573,0.66511135987302,0.18859329933235525,0.26110102215494724,177.23065559880263,3,Classical
32,rOX4jwC57Bnt7VoOXyBhPc,Gregory Summers,avoid fly,Expert girl material,67,226762,True,0.8861000779111574,0.09487155994480234,7,-57.88908879416394,0,0.0925613870881028,0.5808529144231029,0.6784317044625224,0.9451560685838659,0.9809228025933862,130.6004337880956,3,Pop
33,f3R9l3ZQ8iSMplE0P7ddfl,Edward Allen,likely pretty,Our note,83,224102,True,0.051697038834775166,0.11654137991760483,10,-34.010897473311886,0,0.5428747366444613,0.8489913995966262,0.8629633429152784,0.6117292535404232,0.489272745167194,119.32002854421549,4,Electronic
34,nOrtTj7PpbSznhk59wAFT7,Francisco Stewart,indicate grow,Occur how quickly,16,259835,False,0.5600127206745422,0.42180542463903103,10,-36.79482528675888,1,0.6168950017345153,0.28518584796173085,0.41198846682959034,0.020968791954861232,0.07802449220553387,103.06082970296288,3,Classical
35,etA7ziNpF2Eg6UVG4i9Uxm,Julie Hall,create east,Step contain wish per,75,239264,True,0.927166894776207,0.02768094382080244,11,-30.111484887420875,1,0.10290909208879029,0.6974638282263409,0.7450388579166313,0.5815565661857522,0.6538502845510893,97.79515754905017,3,Rock
36,dyBwj9wFirLcHq09GyiuwJ,Elizabeth Brewer,age agency,Road world,7,273507,True,0.17337268987505805,0.8084252672675285,9,-59.72921812260711,0,0.05534983613727884,0.5366193414711966,0.5763290920472036,0.3581207955478445,0.35479181874248555,116.85893165434149,3,Pop
37,dW574c9DPrw3pv3Vf6lEEJ,Andrea Peterson DVM,land wonder,Science move,35,296290,True,0.9243556231335707,0.49445740184284426,8,-22.156514835763616,1,0.9536369717696664,0.8506742156354223,0.965393069268118,0.18097231426421057,0.14226638554693483,151.15373434623973,4,Electronic
38,6znkf7CREw00cn5Hpe4yJO,Paula Montoya,worker paper,Everything majority test,27,273573,True,0.960551017582117,0.037709745319512766,4,-2.142828801575945,1,0.1483756803090175,0.7940493657667823,0.4701488835731419,0.7149629347016441,0.9594012480812848,174.82194400787319,4,Electronic
39,M3T4g2WsSXZjT0ZFneDl1M,Stephen Shannon,bed action,They,60,274318,False,0.6908823543268328,0.5893800861543989,0,-39.04889013647353,0,0.9562835393747597,0.03956000002079518,0.6670933516414401,0.4186508026673976,0.187715858924135,95.67987555211498,3,Hip Hop
40,HdnqylQNgnvWVlyfE11s2Q,Nicholas Olson,carry wife,Central culture consumer,8,291313,False,0.6810339762768097,0.0708750179106894,7,-4.499577771754957,1,0.7289270728429924,0.07967194117802034,0.5770355184587411,0.4427103086229822,0.6689471353005458,156.85562927692072,3,Electronic
41,RqHZCErREFc2LXlN7u4eIb,James Williams,level his,Management anything,94,212503,False,0.026012155526560665,0.37075016301804065,6,-42.73374849519422,0,0.2839414608683767,0.02804813974969278,0.6951859289008758,0.6853061646554502,0.01617591879396718,115.18288636946124,4,Pop
42,bqtjjdXRzqz665YAXrsNbW,Cynthia Beck,job point,Window law tend,29,190125,False,0.6942449452957039,0.8330446053205989,6,-0.4546506131206911,0,0.9691404244161989,0.5088419984172515,0.11148043179396205,0.5454080370635846,0.7038642399882005,101.64092455519162,4,Hip Hop
43,zqzodSG1JH0n1LqrVPxwcr,Elizabeth Smith,race case,Admit history stuff,50,212504,True,0.1700398580244038,0.04349015113522314,4,-34.04564807203556,0,0.038508166486162954,0.7382847353097992,0.4384285238949005,0.5720537482518661,0.6175072680121924,129.36394328153813,4,Pop
44,A3NW6IeG6LDIx5CDzz1Uyo,Christopher Martinez,her bring,Science form,96,228041,True,0.7101244643460235,0.8112211029485471,6,-54.76432606550845,1,0.30137213078773994,0.17099872778434444,0.31187604696250193,0.9923606323956077,0.9234667449840838,133.72451296862735,3,Jazz
45,HGEkHnM8lu8nPKhBl5Qm1l,Amanda Clayton,it thank,Responsibility middle middle,89,202556,True,0.08285101474555234,0.05994233975448737,10,-20.864424901485094,0,0.06791703465515209,0.4680297778663369,0.19365198757593038,0.03521872664451842,0.13218643558456067,88.04817633803239,4,Jazz
46,1ibrP9xD8EYzRflwYhF997,Jackie Baker,gas traditional,Particular cold brother,58,203073,True,0.5405902062060841,0.2812941865486219,8,-33.392330013409335,1,0.6567965332571128,0.965842499201816,0.7473478807440572,0.08322405080790385,0.6041369791319612,130.6209052212918,4,Classical
47,QEM3rmlqmraCc2UOiU9jjn,Stacey Joseph,threat natural,Happy tax,48,141176,False,0.7128905160309554,0.23076114328299235,3,-10.666212344942629,1,0.26633069878271476,0.3695271249046679,0.27498856421815976,0.22745367271295414,0.11947844850801304,160.97576934579718,3,Electronic
48,yfdjn34BtlTJBwaTxOEXAX,Deborah Quinn,cup sing,Me suffer health,97,284411,False,0.1925521772755584,0.06254936724901405,1,-9.327653665961847,0,0.8396389115645985,0.6915613375267421,0.30768111023395583,0.5110193975752659,0.3577190860807351,88.32049536489967,4,Rock
49,4BpaVypKjyFCTJWNFKOr7B,Mason Sparks,quickly road,Young difference ground them,72,282904,False,0.1726562499748473,0.8477165681361902,9,-21.7508894643611,1,0.1480726015440419,0.401768139268189,0.7959609284426461,0.2143040945616561,0.7939460531123305,61.28296950907385,3,Rock
50,DzXApFu2QTnYdNZGugD7FL,Michelle Michael,employee school,Visit drug evidence heart,15,147069,True,0.050540031819159226,0.9287664376936832,3,-45.38824215203255,0,0.483939832387391,0.35727287397873275,0.2907383785497517,0.8024307568546516,0.16615753796765975,118.89706697525446,3,Hip Hop
51,5ZAcQQhtI4SGFfabol8V6t,Sandra Garrison,perhaps actually,Low skin,36,224802,True,0.23019686036574194,0.20348721375091594,11,-15.13486029922673,1,0.9020095601535472,0.21985038666684087,0.9884719354994306,0.5221260814674006,0.7941251499368013,74.41199347992108,4,Jazz
52,2QQsH1AeJXKsJXT8ZRKhFE,Holly Barton,figure society,Month pass social,2,206060,True,0.5841523419272119,0.46490390678386606,5,-20.038320214822306,0,0.7512899934268017,0.3810937469568224,0.20113189153275657,0.3375221910419517,0.11792475058952867,162.17244481925766,3,Classical
53,hXIAZ5OduVnicMv1Sw42OR,Jacob Kelly,skill seek,Message one,63,231889,False,0.09502922690813709,0.3492480811721559,5,-0.11676174209758017,0,0.15925081363678817,0.9937511519945665,0.9517505246431945,0.8759642034491598,0.534496244642441,88.24635321715421,4,Jazz
54,Upgr7JxocAH0CNlxcusPDY,Jessica Patel,health beautiful,Everybody,26,230199,False,0.9180921860483598,0.23453331307588776,6,-38.566489557699924,0,0.762586637534669,0.5301719650572921,0.07700279429747892,0.8494047584997059,0.5309469618966901,144.62874761642456,3,Jazz
55,os2CJ1dirjCdG3U8ivLCyR,Dana Hernandez,green imagine,Clearly game its,6,201599,True,0.9292136404426552,0.6322727820491649,2,-54.012127851476336,0,0.5747562661574165,0.17690635178885772,0.02585039944083012,0.341764177644161,0.5270300783662044,152.4327915098733,4,Electronic
56,qqz5TMm9OyqJ8ZuE01lN52,Julie Waters,money enter,Everyone,45,131041,True,0.5479225913280323,0.34769850621139564,8,-7.414504033423988,1,0.9948480184386451,0.7169368513953135,0.2457565995457469,0.8026252430465173,0.076525454846738,175.99571082650374,3,Rock
57,g4uqx2hyhCF5s3SNe4RFB5,Mariah Wright,nice but,Try color,96,241830,True,0.4892810151795858,0.7016852140271476,3,-48.21327399558195,0,0.3963838140979138,0.6244973207364471,0.1450791497946764,0.9564510744062219,0.9858409837455142,75.0584189615142,3,Classical
58,EMTyhgjGCKVNgddoMrrvl3,Amy Gomez,strategy his,Cold staff there,38,279630,True,0.8330200808639152,0.7435986745984638,1,-24.555756676752495,0,0.36168846205457605,0.36367174261346125,0.6983875859813843,0.8389297975910982,0.23279971555382806,73.8165793128468,4,Hip Hop
59,TeieGWjB6GySMarzC4AvZE,Theresa Webb,moment environmental,Life red,8,210694,True,0.9504333459625768,0.3848150667730317,8,-49.081160307311826,0,0.14540483946794625,0.10961799049804732,0.6073527990774318,0.7524260767372352,0.6557851034992904,101.88124947317216,4,Pop
60,lGH8H6x6x0o00L6qIYzdr3,Joshua Stone,suffer turn,Month decision once,33,241006,False,0.16566254674824066,0.9685953919048984,0,-3.9466145249448132,1,0.5547779589762265,0.1913306146349283,0.9682704067014353,0.324532421225192,0.1977633318632246,138.12453335836926,4,Electronic
61,EJKNUYrkZC7tPDMy0J10h4,Jason Smith,here so,Entire plant education,43,286807,True,0.7675277893712223,0.8778956657057518,3,-59.10029454029938,0,0.408046940337366,0.8374385485622862,0.5159607421847179,0.42968510436193175,0.16833512183236077,121.76280029302512,3,Hip Hop
62,WOZolAYreCSfLPCgnurlns,Sandra Perez,class own,Production coach station,2,146661,False,0.5764704835545384,0.14667478833041214,6,-11.932140691355976,0,0.1121960753583855,0.18750853348937035,0.2646739755991403,0.18857585510485841,0.22199943510378461,116.72889602581122,4,Electronic
63,uD6pAo7ThTV8QM2YSRNSQ8,Dr. Melanie Keller,could alone,True tonight game,51,277281,True,0.5209413244858602,0.8789870074987374,10,-35.597953076001396,1,0.2392018941846723,0.43101989563085397,0.08937522826710564,0.5505384730254979,0.7075370413601398,104.4658644726149,3,Rock
64,qdl1UvP3m8RKvYGxg2pMBf,Jeffery Benitez,until bag,Husband especially,27,169172,True,0.5615824581718433,0.6762562935395252,10,-19.658723321065523,0,0.11688563716464162,0.3425225644425718,0.3142518511406396,0.6864788025348075,0.05965919587901758,65.86934789942899,3,Jazz
65,HfIykjBBJyVpvBcsPDIjfo,Michael Hernandez,film force,International free share,28,278427,False,0.7084138346473379,0.5099137514837311,6,-39.66817616758186,0,0.44950623646731513,0.5237573364915528,0.40815820351433707,0.7631211518722135,0.738098678877335,173.36968835738708,3,Classical
66,C4O7h8C6jxZvqoT51KO6G5,Bailey Lee,sister matter,New memory house,67,260616,False,0.961123510883126,0.7184163426385001,6,-1.2189543117548922,1,0.640971379539807,0.5699989564343331,0.6373118708820142,0.9137247229123824,0.14571342125108888,97.25766051758563,3,Pop
67,2ljTVYYQGjsvcMJgBlVfhZ,Vincent French,commercial become,Blood during raise head,35,215924,True,0.007447440723662324,0.02748304458341877,0,-26.577415756611103,0,0.12955094237370413,0.9436024077825429,0.8797169280989094,0.6360221957743198,0.35147823104384146,77.0166194891781,3,Pop
68,Ap9xczvAMgIezjmpqarAhN,Amy Morales,federal simply,Travel manager without next,22,176342,True,0.7555507983664613,0.6549784693752034,5,-10.999137150277974,1,0.3143793232111518,0.5094623594703869,0.44308422396474734,0.9869511531693843,0.3984911604449408,174.03721871501682,3,Classical
69,lWOUay5bschNMuT5ZbBbgt,Jeremy Morales,middle perhaps,Open time election,86,273735,True,0.40859972945665113,0.9098960298559289,3,-11.31157387276182,1,0.8365148839264847,0.8412531993242749,0.7816829296839125,0.11331208327065156,0.542918847121803,146.1909515699369,4,Pop
70,in10cm2cICc4bzzYVKRHX2,Laura Choi,white successful,Eight finally,73,263326,True,0.22313512039674255,0.5770306723115047,10,-7.882353705832337,1,0.7812753333954403,0.9693047897229561,0.6229721523082805,0.8595514834876643,0.8780727507091156,159.25518754233264,4,Jazz
71,3tMvWQFUPZohPhMyRXnGFo,Penny Buchanan,trouble worry,Three movement,83,207076,False,0.18056742453055485,0.9117343684252681,7,-55.113994860119334,1,0.915681941866055,0.6591973690535027,0.9194505502153248,0.31195823517411503,0.21473889948064284,136.7311567267941,4,Electronic
72,TajyXsO8gAcub4DVokOXAX,Jerry Jordan,civil personal,Maybe light,47,202074,False,0.016036797367004807,0.5305164985266974,4,-48.551709250212404,0,0.0717505608587411,0.29309106518599093,0.2540696142702975,0.3553675351307035,0.23716078292416187,126.36030341995009,4,Jazz
73,YsJKD5GJOdPCNdr9bhVBgj,Bryan Sharp,play become,Rock director,7,299232,False,0.7976913132727393,0.6593695537743358,4,-11.447749767780003,1,0.30858674554181087,0.28829302241349797,0.18394450755774194,0.888195995627947,0.3927587080970478,160.91688335088455,4,Jazz
74,Cx5lv2hVu3G4sCMcnsBiVa,Laura Rasmussen,find back,Current care,6,170472,True,0.4548570525739781,0.7516756840715879,8,-38.6446342572552,0,0.6456881807802939,0.13173056995790666,0.17010053402671788,0.5103317407128675,0.27563411916957603,139.21894153581823,3,Electronic
75,YOnSCeiSARgzQoLBai9WpA,Cory Allen,realize ago,Eight,32,243375,True,0.5736022840006101,0.4967399709067214,11,-52.634246218158516,0,0.875214309590602,0.6981960736745834,0.21673471387589738,0.9173593428208775,0.7887145571579015,129.55922814528424,4,Electronic
76,5LLtJbDJlfEXp7zk8BF7b1,Thomas Bradley,friend ahead,Morning,57,143504,False,0.7106985525861199,0.6416675956397,5,-36.922987409779736,1,0.12928145682564363,0.7895862138823234,0.6116031305024698,0.3448263863815463,0.10441247090394601,108.35087064977724,4,Pop
77,1XLgZKU71IQ7WwjW6V4LiZ,Tyrone Patrick,he theory,Address responsibility,92,169394,True,0.9935805386368167,0.020209147660896654,3,-37.988833702787325,1,0.6542283525857083,0.9962654864514217,0.714230989271845,0.3318206563040138,0.6233278367687217,135.54741392812684,4,Jazz
78,SAwe5hpG5169qaRY7RFMaJ,Dawn Berry,property last,Wait include,8,198588,True,0.7155049749881044,0.15290694372811597,5,-51.824380314510584,1,0.5207078518653283,0.7163404630853885,0.37974019600435815,0.8675880542475672,0.08606620277813182,124.85755149679065,3,Classical
79,bIS8QhON7drcP4Mv1HWLYJ,Jasmine Cannon,everybody style,Central down,23,132407,False,0.09695518871388042,0.035673780930955856,1,-33.39087375374954,1,0.012498178351413425,0.36833363972903466,0.644110630656316,0.6794610741530304,0.2917892665754588,155.94149932237934,3,Hip Hop
80,EUelIEho8X5kGOFoilUf09,Jose Dixon,else Mr,Fact act,13,183319,True,0.23753231142723985,0.7749942909668323,6,-50.04471780423207,0,0.5324644609006558,0.7799951215054987,0.9895476641305789,0.3017957918459878,0.32310977452978606,168.1963406809125,4,Hip Hop
81,T6OiKOfxs01r2kgSVEpITr,James Howell,seem summer,Person red everybody,16,291306,False,0.2625918917216913,0.07048468877805947,9,-4.39923508027433,1,0.8140061528075673,0.6870562746329117,0.5222778919709008,0.6453088316024403,0.3598197841462951,93.90507356920217,3,Classical
82,5npQ4lLaCEaM6itVogrtEK,Dr. Susan Foster MD,minute coach,Knowledge writer single,95,219797,True,0.6662410241271512,0.05792906890641958,10,-21.64284941943461,0,0.3005014106501994,0.07660779632730152,0.5064434600013886,0.0033674805926692253,0.9327658781525113,71.60099562401433,3,Hip Hop
83,6wz4PY8EMtj0QpLi94BFgJ,Elizabeth Howard,adult around,Political,1,194943,False,0.41284121152362185,0.1704657135526917,1,-0.2373390959277728,1,0.39193717684325746,0.3973206428514484,0.6529391709725174,0.7112062974471153,0.25816622260185473,151.8394399591914,4,Classical
84,8l9IvDMS6FZ0o2deYZIbhe,Louis Moody,wish according,Hold these,20,271250,True,0.6555223375972253,0.3387724294717047,9,-54.070893149258914,0,0.5786356467702495,0.9643622366786976,0.42214049216332616,0.9920414514485184,0.940390475222946,161.25279984114752,3,Rock
85,ik3YYqEa2OdwxJJpVgbClf,Antonio Ponce,various door,Rich share manage,12,245056,False,0.5901789345802637,0.8102276959113907,4,-38.56345768611747,1,0.9160980214150277,0.27062400725881985,0.9735095206394253,0.24391810519344337,0.4120933499509618,75.92325396661084,4,Electronic
86,WK2Di6HobTspFPXQzULo3F,Nicole Salas,choose develop,Man condition together professional,92,191989,True,0.3847114248078698,0.3656979748597575,9,-55.268983219547714,0,0.2313005620645029,0.8153431358556659,0.4913634516628622,0.26193909118596403,0.10530496138301193,163.80117910002994,4,Pop
87,GBMAEdDTEChevBqsfR3eVr,Anthony Mendez,service nearly,You draw us,46,142131,False,0.930354887898339,0.6045589006446436,3,-26.76809339364386,0,0.3371536217352312,0.43305643541174776,0.8436164238440386,0.4726765253559857,0.9622790737164826,119.70614908536025,4,Pop
88,ePimqTsE7I8hSThQunPQI7,Jonathan Williams,tax wide,Always few,48,190202,False,0.2426918652675324,0.9867352137480397,2,-48.65511944897678,0,0.23415506141373965,0.5999143442647786,0.13428071868178115,0.33264310574353906,0.4175498520333295,176.93840201877828,3,Electronic
89,EF5kMNfTOrnPl97xlNED5Z,Mike King,century care,Physical,67,202083,False,0.11616267399812952,0.01421245204915289,1,-17.757396795029656,0,0.5482226700609959,0.02076324698365395,0.4493595517263068,0.6080470796887935,0.32553645154389277,125.02391218612144,4,Classical
90,whC0bJJM2zGi5TtqmhFsNz,Sarah Boyer,be product,Himself argue grow,44,211151,True,0.39238436469585103,0.8229632953630214,11,-24.90807543436626,0,0.48314394596455923,0.38866093780083166,0.8822720437997718,0.9267868945360099,0.33821984998111054,68.40476557619475,3,Electronic
91,cw9cAp6Cnquq7rYBGGgz0u,Keith Compton,house share,Color time,8,293781,True,0.9954996265368158,0.3544118239563855,3,-21.800786232359037,1,0.174036224916845,0.4377130848515436,0.8416653417253338,0.49736573850743804,0.16811159604278947,129.65782492476677,4,Electronic
92,mtxu4WOcslVVbwVv6oV47m,Luis Henderson,your fear,Mrs organization major lose,91,204587,False,0.0635027395298291,0.9300919557685524,0,-39.95811289048734,0,0.707856860916035,0.3195908808140091,0.43294087752152166,0.6479944184866561,0.39020366695583764,70.40666147899023,3,Electronic
93,Us6M9S758fwTrFHCJkOBcG,Daniel Grimes,audience number,Move morning alone,81,287800,False,0.9878506222344282,0.7697766637984523,8,-24.07631600266341,1,0.24242378234277484,0.5359908144973731,0.17534526046018117,0.7278456194924398,0.3215173003966142,65.09761573671159,4,Classical
94,fNrARAjLArzX0pAvj01L0I,Wendy Durham,while cause,Question doctor,98,215193,True,0.35505703595948634,0.9921262832452448,7,-22.10271865552965,1,0.5589086015251528,0.7307812597727911,0.8071192070930534,0.6458196983177932,0.9521244974921789,84.56306347709695,3,Electronic
95,oZ3aOtoaTAm6i2TH1bk20t,Debra Cooper,gun general,Yes for admit,20,137601,False,0.5252962749419421,0.003979645627690931,2,-31.74366558127726,1,0.15349430007481413,0.41096955064944474,0.6145343224461323,0.400149764570051,0.8708265973265382,65.43165278943037,3,Hip Hop
96,mRlveHemGiJvt6gSng9GmP,Tristan Schaefer,role move,Behavior almost,74,124750,False,0.9933957759985248,0.1469467077675889,1,-10.28840133876065,1,0.8290267502540367,0.2005513613871569,0.7961566382461501,0.038422780354764874,0.7394393446444969,166.59955995031254,4,Pop
97,MwXp0adwy7afjSpaHmg51d,Michelle Clark,trip maintain,Decision when,78,208933,True,0.047383183330940826,0.9121778761760058,11,-36.48005500228646,0,0.395264364021351,0.9922597714143169,0.6308874184331376,0.09097498896386669,0.7439714860427739,126.15029408136418,4,Jazz
98,7gn8zlMZpT5QXJCwFiAj4R,Cameron Miller,program fish,Country ask debate,73,267132,True,0.982319328926503,0.44866556599985596,5,-1.1286324928090465,0,0.4019160044340099,0.6690918734606806,0.7994082084240322,0.35112256751335624,0.3090321279553617,114.88429439455363,3,Jazz
